,step,vertical_idx,horizontal_idx
0,11,3,2
1,12,1,2
2,18,0,0
3,23,1,4
4,29,3,4
5,30,2,2
6,42,2,4
7,47,4,2
8,51,3,2
9,66,0,4
10,67,3,4
11,70,2,4
12,74,4,1
13,76,2,4
14,79,0,2
15,88,3,1
16,93,0,2
17,97,3,4
18,98,3,4
19,100,0,2
20,109,2,4
21,111,4,4
22,113,1,2
23,127,1,0
24,132,2,2
25,133,0,2
26,138,3,1
27,146,4,4
28,154,3,2
29,156,0,0
30,160,4,1
31,169,0,0
32,169,4,2
33,171,1,4
34,175,3,4
35,176,3,2
36,179,0,4
37,180,1,4
38,182,2,4
39,187,3,1
40,191,1,2
41,192,2,4
42,193,4,4
43,195,3,2
44,199,0,3
