,step,vertical_idx,horizontal_idx
0,13,2,1
1,22,1,2
2,31,0,2
3,31,2,4
4,33,4,3
5,38,0,3
6,41,0,3
7,53,2,4
8,55,2,1
9,56,2,3
10,56,3,3
11,58,3,3
12,61,0,3
13,64,4,4
14,69,3,1
15,80,1,4
16,80,2,4
17,81,1,3
18,91,2,3
19,96,3,0
20,98,2,2
21,107,2,2
22,114,2,2
23,118,1,3
24,119,2,3
25,119,4,3
26,123,4,1
27,126,1,3
28,136,1,2
29,138,2,1
30,138,3,4
31,139,0,1
32,140,4,0
33,142,2,3
34,157,0,4
35,157,3,4
36,159,2,4
37,160,4,0
38,161,0,2
39,162,0,2
40,170,4,3
41,173,1,4
42,175,0,0
43,190,3,0
44,192,1,1
45,196,0,3
