,step,vertical_idx,horizontal_idx
0,1,0,2
1,1,2,2
2,6,4,4
3,7,2,3
4,7,3,4
5,13,4,4
6,19,2,3
7,20,0,4
8,25,1,4
9,26,4,4
10,28,0,1
11,34,4,0
12,42,2,1
13,55,0,4
14,56,0,2
15,58,0,1
16,58,4,3
17,66,4,3
18,66,4,4
19,68,0,4
20,69,1,3
21,70,3,4
22,71,4,4
23,73,4,2
24,77,2,4
25,78,3,4
26,83,4,0
27,95,3,4
28,110,4,3
29,114,0,4
30,117,0,0
31,118,1,4
32,120,3,3
33,120,3,4
34,148,0,1
35,150,4,2
36,153,4,3
37,157,4,4
38,167,1,0
39,173,2,1
40,175,3,3
41,175,4,2
42,175,4,4
43,177,4,3
44,178,0,2
45,179,1,4
46,184,1,1
47,188,1,1
48,188,3,1
49,198,4,2
