,step,vertical_idx,horizontal_idx
0,1,0,4
1,1,1,2
2,5,3,4
3,8,3,4
4,14,3,3
5,21,3,3
6,24,2,4
7,27,1,4
8,29,0,4
9,30,4,1
10,38,1,4
11,38,4,2
12,43,4,1
13,51,3,1
14,59,1,2
15,62,0,4
16,63,0,3
17,63,1,4
18,68,2,2
19,72,4,2
20,73,1,0
21,73,3,4
22,78,1,4
23,79,0,2
24,84,0,4
25,89,4,3
26,97,1,4
27,100,2,4
28,100,3,3
29,104,2,3
30,105,4,1
31,110,3,4
32,123,4,2
33,124,0,2
34,129,1,4
35,131,3,0
36,132,1,3
37,135,1,2
38,138,3,1
39,141,1,3
40,144,0,4
41,149,0,4
42,149,3,3
43,150,3,4
44,154,0,0
45,159,0,4
46,160,4,4
47,164,0,3
48,174,3,0
49,196,2,4
50,199,2,4
