,step,vertical_idx,horizontal_idx
0,6,3,3
1,19,0,2
2,29,4,3
3,33,3,1
4,37,2,1
5,39,1,3
6,42,4,2
7,45,1,4
8,48,2,2
9,58,3,4
10,61,4,3
11,64,3,2
12,71,0,2
13,71,3,0
14,71,3,4
15,74,1,0
16,77,2,4
17,85,0,3
18,85,3,3
19,92,2,4
20,94,0,3
21,96,2,3
22,97,0,4
23,97,4,0
24,107,4,3
25,115,4,3
26,117,0,3
27,125,0,2
28,130,3,4
29,131,4,2
30,133,1,0
31,133,1,4
32,142,2,2
33,144,0,4
34,145,2,3
35,145,4,2
36,150,1,4
37,157,0,4
38,158,0,1
39,160,3,4
40,161,1,4
41,161,2,2
42,166,0,3
43,171,1,2
44,173,3,4
45,174,2,3
46,178,1,3
47,188,2,4
48,193,3,2
