,step,vertical_idx,horizontal_idx
0,1,4,2
1,6,3,2
2,7,0,4
3,11,1,3
4,21,2,3
5,29,1,4
6,31,0,4
7,31,3,4
8,34,3,4
9,40,3,0
10,41,2,4
11,41,3,4
12,43,2,3
13,43,4,4
14,48,3,1
15,52,3,3
16,53,4,4
17,56,2,2
18,61,0,3
19,65,4,4
20,68,0,2
21,79,0,4
22,82,2,1
23,84,3,1
24,87,3,4
25,89,3,3
26,95,2,4
27,96,0,4
28,96,3,2
29,98,1,1
30,111,1,2
31,115,2,4
32,117,1,3
33,117,4,3
34,118,4,4
35,119,0,3
36,121,1,4
37,123,0,3
38,130,3,2
39,131,2,1
40,139,2,1
41,154,0,3
42,164,4,2
43,165,3,0
44,177,4,2
45,179,3,1
46,181,0,4
47,187,4,4
48,189,3,3
49,190,2,2
50,192,2,4
51,199,0,4
