,step,vertical_idx,horizontal_idx
0,2,3,1
1,2,3,4
2,3,2,1
3,5,1,3
4,12,2,2
5,16,0,3
6,17,3,4
7,18,3,2
8,20,3,3
9,22,1,3
10,22,3,2
11,26,3,4
12,32,0,4
13,35,0,1
14,36,1,1
15,37,2,4
16,41,3,0
17,44,3,2
18,47,0,4
19,62,2,3
20,64,3,2
21,65,0,1
22,70,1,3
23,79,4,2
24,89,1,4
25,89,2,2
26,90,3,2
27,100,4,1
28,104,2,1
29,107,3,4
30,111,0,3
31,111,3,2
32,126,0,1
33,128,2,3
34,130,0,4
35,131,3,2
36,132,3,3
37,137,2,3
38,145,3,3
39,145,4,2
40,149,2,2
41,151,1,4
42,152,3,4
43,157,2,1
44,159,3,4
45,161,2,3
46,164,0,3
47,166,1,4
48,171,0,4
49,175,2,4
50,177,2,4
51,181,2,1
52,182,3,4
53,185,0,1
54,186,0,4
55,186,4,3
56,190,2,3
57,191,3,4
58,192,1,2
59,192,2,2
60,193,3,1
61,196,3,4
62,197,1,2
63,199,3,2
