,step,vertical_idx,horizontal_idx
0,2,3,4
1,12,3,0
2,13,0,4
3,14,2,2
4,17,4,2
5,19,4,2
6,20,4,3
7,21,4,3
8,26,0,1
9,26,3,4
10,28,0,4
11,29,4,0
12,32,4,2
13,35,0,4
14,35,2,4
15,37,2,2
16,40,2,1
17,44,3,4
18,46,3,0
19,47,2,4
20,48,0,4
21,50,3,4
22,58,2,4
23,59,1,4
24,66,3,4
25,67,0,4
26,69,2,2
27,70,4,0
28,73,4,4
29,81,3,4
30,81,4,3
31,86,0,3
32,87,2,3
33,88,0,3
34,88,1,2
35,88,3,2
36,91,4,2
37,94,3,4
38,96,0,0
39,103,2,2
40,103,4,3
41,105,1,4
42,106,2,3
43,106,3,2
44,109,3,4
45,110,1,4
46,111,1,2
47,120,4,3
48,129,3,2
49,129,4,1
50,132,1,2
51,133,0,3
52,143,3,1
53,146,1,2
54,150,0,0
55,150,1,1
56,151,4,1
57,152,3,1
58,157,1,4
59,159,3,3
60,168,1,3
61,173,4,2
62,175,0,4
63,177,3,1
64,179,2,3
65,181,2,3
66,182,3,4
67,186,1,3
68,197,0,0
69,198,4,1
70,199,4,2
71,200,1,4
