,step,vertical_idx,horizontal_idx
0,12,4,4
1,14,4,3
2,15,2,4
3,20,2,4
4,22,0,0
5,28,1,4
6,28,3,2
7,31,4,2
8,34,3,1
9,35,4,3
10,40,3,1
11,41,2,1
12,56,2,4
13,60,1,3
14,68,1,2
15,80,4,3
16,82,3,3
17,85,4,1
18,87,3,4
19,89,3,3
20,97,2,4
21,97,4,2
22,100,0,1
23,100,2,2
24,101,0,4
25,101,2,4
26,102,0,3
27,103,0,1
28,103,4,2
29,109,4,4
30,110,3,0
31,117,1,2
32,132,1,4
33,138,2,3
34,140,4,2
35,141,0,3
36,143,3,4
37,145,0,2
38,151,3,4
39,152,0,3
40,152,0,4
41,153,1,1
42,156,4,3
43,175,2,3
44,175,3,3
45,190,1,4
46,196,4,4
47,199,4,2
