,step,vertical_idx,horizontal_idx
0,5,4,3
1,7,4,3
2,12,0,1
3,14,1,4
4,15,3,2
5,24,2,2
6,25,2,2
7,25,4,2
8,30,1,0
9,33,2,3
10,36,1,2
11,38,1,4
12,42,0,2
13,44,0,1
14,44,1,4
15,45,0,1
16,48,4,3
17,56,2,2
18,57,3,1
19,62,2,4
20,63,0,2
21,66,0,3
22,72,1,3
23,74,0,4
24,75,2,3
25,76,2,2
26,77,1,2
27,82,2,4
28,82,3,4
29,84,1,3
30,88,3,0
31,92,2,2
32,93,4,3
33,97,1,4
34,113,4,2
35,114,0,2
36,122,4,1
37,127,1,4
38,136,1,4
39,137,0,4
40,140,0,4
41,142,1,3
42,144,1,4
43,147,4,1
44,150,1,2
45,151,4,4
46,155,0,4
47,157,3,2
48,161,2,1
49,166,3,2
50,167,3,2
51,168,1,3
52,170,1,3
53,181,0,1
54,181,4,3
55,182,0,4
56,192,0,3
57,193,1,2
58,200,2,2
