,step,vertical_idx,horizontal_idx
0,12,0,3
1,13,0,1
2,16,1,3
3,23,1,3
4,37,1,3
5,39,2,4
6,41,2,4
7,44,2,4
8,49,4,1
9,52,1,3
10,53,4,3
11,54,3,1
12,57,4,4
13,61,2,4
14,65,4,4
15,70,1,2
16,71,1,2
17,71,2,4
18,72,0,3
19,72,4,3
20,74,1,1
21,76,0,2
22,78,3,1
23,82,3,2
24,83,4,0
25,93,3,4
26,97,2,4
27,98,1,4
28,104,0,4
29,108,0,4
30,111,1,2
31,114,0,4
32,117,3,4
33,123,3,1
34,129,4,3
35,133,0,4
36,143,0,2
37,149,4,2
38,151,4,2
39,154,4,4
40,155,3,1
41,159,1,4
42,181,4,4
43,183,1,2
44,184,1,4
45,186,4,2
46,193,1,2
47,193,2,4
48,194,4,0
49,196,1,1
