,step,vertical_idx,horizontal_idx
0,2,2,4
1,11,0,1
2,13,1,3
3,16,4,4
4,20,1,2
5,21,0,1
6,28,2,4
7,29,1,1
8,30,1,3
9,37,0,2
10,41,4,3
11,42,3,3
12,44,3,1
13,54,3,4
14,58,0,3
15,59,0,4
16,61,1,2
17,61,4,3
18,66,0,4
19,67,4,4
20,76,1,3
21,76,2,2
22,77,3,4
23,82,3,0
24,83,1,2
25,86,1,3
26,86,2,4
27,89,1,3
28,90,3,4
29,93,1,1
30,97,3,4
31,98,2,2
32,104,0,1
33,104,0,4
34,105,0,4
35,111,2,4
36,114,3,4
37,116,0,3
38,116,1,4
39,118,4,0
40,118,4,2
41,138,1,4
42,139,4,1
43,140,1,0
44,143,1,4
45,144,0,3
46,150,4,4
47,154,4,1
48,155,1,3
49,176,3,1
50,182,0,3
51,183,3,2
52,188,3,3
53,196,3,1
