,step,vertical_idx,horizontal_idx
0,3,3,0
1,8,4,1
2,8,4,4
3,10,0,3
4,11,0,0
5,13,1,0
6,21,0,4
7,29,3,4
8,30,2,4
9,30,3,3
10,31,2,1
11,36,4,3
12,39,2,4
13,43,1,2
14,43,3,0
15,44,0,4
16,46,1,3
17,52,1,4
18,55,0,1
19,58,1,1
20,58,3,3
21,64,1,0
22,64,3,0
23,69,0,4
24,71,3,1
25,73,2,2
26,75,0,0
27,82,1,3
28,83,4,0
29,91,1,2
30,94,1,4
31,94,3,3
32,95,3,2
33,100,4,4
34,108,1,4
35,108,4,1
36,110,1,2
37,114,4,3
38,116,3,1
39,119,4,4
40,121,1,4
41,123,0,2
42,123,3,4
43,129,2,4
44,131,3,4
45,141,0,4
46,141,3,3
47,142,4,3
48,149,4,0
49,157,3,2
50,169,3,4
51,170,4,4
52,190,4,3
53,198,1,3
