,step,vertical_idx,horizontal_idx
0,4,3,3
1,9,0,3
2,12,4,4
3,17,2,1
4,18,3,3
5,20,3,4
6,29,4,2
7,32,2,3
8,32,3,4
9,43,3,2
10,52,2,4
11,55,0,4
12,59,1,4
13,59,4,2
14,61,2,1
15,61,4,2
16,65,4,3
17,68,3,2
18,73,0,3
19,77,4,4
20,84,4,2
21,94,0,3
22,95,0,4
23,109,1,2
24,110,3,4
25,115,1,4
26,119,2,4
27,119,3,0
28,121,4,2
29,134,0,0
30,139,0,3
31,139,2,4
32,144,1,4
33,145,2,2
34,147,1,0
35,148,1,2
36,151,1,3
37,153,4,4
38,156,3,0
39,159,1,0
40,161,3,4
41,161,4,4
42,162,3,3
43,164,4,1
44,164,4,4
45,173,3,4
46,176,0,3
47,179,4,4
48,183,0,4
49,190,0,1
50,192,4,4
