,step,vertical_idx,horizontal_idx
0,8,3,3
1,16,3,4
2,17,1,4
3,20,1,1
4,20,4,4
5,21,0,4
6,21,4,2
7,29,2,4
8,29,3,0
9,31,2,2
10,33,0,4
11,36,0,1
12,36,3,0
13,40,1,2
14,42,1,1
15,51,3,3
16,53,0,2
17,55,4,2
18,62,3,4
19,65,1,3
20,65,4,2
21,68,4,4
22,78,1,4
23,79,1,2
24,91,4,2
25,92,1,1
26,99,0,3
27,101,2,3
28,101,3,4
29,103,4,2
30,108,4,4
31,114,2,4
32,128,2,2
33,131,1,1
34,131,3,3
35,132,3,2
36,132,3,4
37,135,0,2
38,135,4,4
39,138,1,4
40,141,3,4
41,142,3,3
42,143,4,4
43,153,4,4
44,155,1,2
45,155,4,0
46,160,0,3
47,160,4,2
48,167,0,4
49,167,3,3
50,169,3,1
51,178,1,3
52,182,3,3
53,183,1,4
54,192,2,3
55,197,3,2
56,198,1,0
