,step,vertical_idx,horizontal_idx
0,4,3,3
1,8,2,4
2,8,3,2
3,9,1,3
4,9,2,2
5,12,1,4
6,14,1,0
7,20,1,2
8,32,1,4
9,33,4,2
10,35,0,4
11,43,2,3
12,43,4,3
13,44,4,3
14,47,3,4
15,51,1,2
16,53,3,4
17,54,0,2
18,66,4,1
19,67,3,3
20,69,1,4
21,74,0,4
22,93,0,0
23,100,1,2
24,103,0,4
25,110,0,4
26,112,0,3
27,115,0,3
28,119,2,3
29,120,1,4
30,122,2,3
31,123,3,4
32,131,2,4
33,131,3,0
34,135,4,4
35,142,4,4
36,160,4,4
37,167,2,1
38,168,4,4
39,178,4,4
40,179,0,3
41,182,3,4
42,184,1,3
43,186,0,0
44,186,4,3
45,187,2,4
46,192,0,0
47,194,2,2
48,197,3,2
49,198,3,4
