,step,vertical_idx,horizontal_idx
0,1,4,3
1,5,4,4
2,10,0,3
3,14,1,3
4,14,3,0
5,18,3,4
6,25,2,3
7,27,1,4
8,27,2,2
9,28,1,4
10,31,3,2
11,35,4,2
12,38,3,1
13,47,0,1
14,48,3,3
15,49,1,1
16,49,1,3
17,57,3,4
18,59,2,3
19,61,2,2
20,65,1,4
21,66,4,0
22,68,3,3
23,69,3,3
24,72,0,2
25,81,0,2
26,82,1,3
27,86,1,2
28,90,2,1
29,91,1,3
30,92,3,4
31,97,0,2
32,97,0,3
33,97,2,1
34,97,4,2
35,101,0,3
36,101,1,2
37,109,2,4
38,115,2,4
39,123,3,3
40,125,1,4
41,126,0,1
42,126,1,2
43,132,3,3
44,140,1,1
45,150,1,1
46,150,3,4
47,150,4,2
48,153,1,3
49,155,0,1
50,158,3,2
51,168,1,3
52,173,1,3
53,175,4,4
54,176,1,4
55,178,0,2
56,179,1,3
57,184,4,3
58,190,4,2
