,step,vertical_idx,horizontal_idx
0,2,0,2
1,5,2,2
2,9,0,4
3,9,3,0
4,10,3,2
5,12,3,2
6,17,1,4
7,24,2,1
8,26,4,2
9,35,0,2
10,36,0,4
11,39,4,4
12,41,0,1
13,41,2,4
14,44,2,2
15,52,0,4
16,60,4,4
17,66,4,0
18,75,2,4
19,78,0,3
20,83,3,4
21,88,2,3
22,90,3,2
23,94,3,2
24,94,3,3
25,96,0,2
26,96,2,1
27,104,1,4
28,105,4,3
29,107,4,1
30,113,4,1
31,121,2,4
32,127,3,2
33,134,3,3
34,135,1,4
35,136,3,1
36,141,4,1
37,142,1,2
38,149,1,1
39,150,3,4
40,152,3,3
41,162,4,4
42,168,2,2
43,168,2,3
44,170,1,2
45,172,4,4
46,173,0,3
47,174,2,4
48,193,0,4
49,194,3,0
