,step,vertical_idx,horizontal_idx
0,7,1,2
1,10,4,3
2,15,2,3
3,17,2,1
4,19,2,4
5,21,0,3
6,21,1,0
7,27,2,2
8,29,1,3
9,36,1,3
10,38,1,1
11,41,0,3
12,46,3,3
13,49,3,3
14,51,4,1
15,55,1,4
16,62,2,1
17,65,4,3
18,67,2,3
19,68,1,4
20,74,2,1
21,75,1,1
22,79,3,0
23,82,0,4
24,84,3,2
25,93,3,4
26,98,2,2
27,99,4,2
28,100,0,3
29,101,4,4
30,103,2,1
31,107,2,2
32,109,2,2
33,115,1,2
34,115,4,2
35,117,0,0
36,133,2,3
37,133,3,1
38,134,4,3
39,136,3,3
40,137,4,3
41,143,1,3
42,145,1,2
43,148,3,0
44,154,0,3
45,158,3,4
46,165,2,2
47,167,2,2
48,170,2,2
49,173,2,3
50,177,1,4
51,177,4,1
52,180,4,4
53,191,3,4
54,199,0,4
