,step,vertical_idx,horizontal_idx
0,3,1,4
1,6,1,3
2,8,1,4
3,29,3,3
4,29,4,4
5,31,2,3
6,36,4,4
7,38,4,2
8,45,3,2
9,46,0,2
10,47,2,2
11,49,0,1
12,50,1,2
13,53,0,4
14,55,0,3
15,55,3,4
16,57,4,1
17,65,2,3
18,67,1,4
19,68,3,2
20,69,4,4
21,70,1,3
22,74,4,1
23,80,4,2
24,81,0,4
25,87,1,4
26,90,3,2
27,99,3,3
28,99,4,2
29,101,0,4
30,112,4,4
31,113,2,3
32,118,2,1
33,123,1,3
34,125,2,1
35,128,2,2
36,131,1,2
37,134,2,2
38,135,0,2
39,137,1,4
40,139,4,4
41,141,3,4
42,143,0,0
43,144,4,3
44,145,1,4
45,146,2,3
46,148,3,0
47,151,2,1
48,154,4,1
49,154,4,4
50,156,0,4
51,156,4,3
52,163,1,1
53,165,3,4
54,187,3,4
55,187,4,4
56,190,2,4
