,step,vertical_idx,horizontal_idx
0,2,1,2
1,16,4,1
2,20,1,1
3,29,2,3
4,29,3,3
5,30,4,3
6,41,4,2
7,42,1,4
8,45,4,0
9,46,3,3
10,48,4,3
11,52,4,2
12,53,2,4
13,61,1,4
14,74,1,3
15,77,1,3
16,82,4,4
17,86,2,3
18,88,0,3
19,89,0,4
20,90,0,4
21,90,4,1
22,92,0,2
23,92,3,2
24,93,3,0
25,94,4,2
26,99,4,4
27,104,1,1
28,104,1,4
29,111,1,4
30,113,4,1
31,116,1,2
32,117,2,3
33,118,3,3
34,118,4,2
35,122,1,1
36,125,3,3
37,146,2,4
38,148,1,3
39,152,4,1
40,159,4,2
41,165,3,2
42,172,0,0
43,177,3,0
44,179,1,2
45,184,0,1
46,195,4,3
47,198,1,2
48,200,4,0
