,step,vertical_idx,horizontal_idx
0,3,1,2
1,14,2,3
2,17,3,4
3,23,2,1
4,25,1,4
5,27,0,3
6,28,1,0
7,29,4,2
8,33,0,1
9,34,4,2
10,38,0,3
11,41,3,3
12,48,2,2
13,50,2,1
14,53,1,3
15,69,2,2
16,75,2,4
17,76,0,3
18,77,3,4
19,78,1,3
20,80,1,3
21,83,2,1
22,86,0,4
23,94,1,4
24,96,1,4
25,101,0,3
26,102,1,2
27,102,4,4
28,106,3,3
29,109,4,3
30,115,3,4
31,118,0,0
32,119,0,4
33,121,0,3
34,127,3,3
35,136,2,2
36,138,2,1
37,141,2,2
38,142,1,4
39,145,0,4
40,151,4,4
41,154,2,4
42,156,1,4
43,171,0,3
44,175,3,3
45,180,4,4
46,183,0,4
47,186,1,3
48,189,4,2
49,190,1,3
50,196,3,3
51,198,4,2
52,199,2,4
