,step,vertical_idx,horizontal_idx
0,3,0,3
1,4,4,4
2,6,3,4
3,12,1,3
4,19,3,1
5,19,4,3
6,20,2,3
7,23,4,0
8,33,1,4
9,34,0,3
10,37,3,3
11,40,2,4
12,43,1,3
13,44,1,1
14,45,0,2
15,47,1,0
16,49,0,4
17,53,0,3
18,53,1,0
19,53,4,4
20,63,3,2
21,64,3,2
22,66,1,3
23,72,1,0
24,73,3,3
25,74,2,3
26,74,3,4
27,78,1,4
28,80,4,4
29,89,3,4
30,103,4,0
31,104,3,1
32,106,3,4
33,111,0,0
34,115,4,3
35,117,4,2
36,118,2,2
37,121,3,4
38,124,2,3
39,127,1,4
40,136,0,0
41,144,0,4
42,145,3,4
43,157,4,1
44,161,3,3
45,172,4,3
46,176,1,0
47,177,2,3
48,177,4,3
49,183,3,4
50,188,2,1
51,188,3,3
52,189,3,4
