,step,vertical_idx,horizontal_idx
0,16,0,4
1,16,2,3
2,16,3,4
3,17,2,3
4,20,4,3
5,21,1,4
6,21,4,3
7,22,2,4
8,24,4,3
9,39,0,4
10,41,1,2
11,48,0,4
12,57,1,4
13,65,3,1
14,68,1,4
15,73,1,4
16,75,1,2
17,76,3,0
18,77,3,4
19,79,2,3
20,80,4,4
21,83,4,4
22,84,4,1
23,85,3,3
24,86,3,2
25,87,1,2
26,93,3,4
27,95,2,2
28,96,0,4
29,97,2,4
30,103,4,4
31,104,4,2
32,105,1,3
33,116,2,4
34,123,2,1
35,124,4,4
36,125,3,2
37,131,0,4
38,135,2,4
39,137,4,1
40,144,2,3
41,144,2,4
42,156,1,3
43,157,2,4
44,171,0,3
45,174,1,4
46,176,0,2
47,183,1,4
48,184,1,4
49,197,0,3
50,198,2,2
51,200,0,0
