,step,vertical_idx,horizontal_idx
0,2,2,4
1,3,4,4
2,4,0,4
3,8,2,3
4,13,4,2
5,17,1,4
6,17,4,3
7,22,4,2
8,28,1,4
9,34,1,3
10,36,4,3
11,43,2,4
12,44,0,4
13,47,1,1
14,52,1,4
15,54,1,4
16,58,0,4
17,61,0,3
18,64,2,1
19,65,0,1
20,69,1,4
21,72,3,3
22,75,0,3
23,82,1,4
24,91,0,2
25,93,4,4
26,94,2,2
27,96,4,3
28,100,4,3
29,106,0,2
30,109,4,4
31,120,3,4
32,128,4,1
33,131,4,4
34,133,4,1
35,134,3,3
36,141,4,1
37,144,4,2
38,161,0,3
39,161,3,3
40,164,0,4
41,170,2,3
42,173,4,4
43,176,0,4
44,181,4,2
45,183,4,4
46,192,0,0
47,195,3,1
48,200,0,1
