,step,vertical_idx,horizontal_idx
0,18,0,3
1,20,1,3
2,27,1,1
3,40,0,2
4,44,3,3
5,44,4,1
6,47,3,2
7,52,4,2
8,54,2,2
9,59,4,2
10,61,0,4
11,68,3,1
12,71,1,3
13,72,2,4
14,74,2,4
15,77,0,3
16,78,2,3
17,79,0,4
18,82,1,2
19,85,4,0
20,86,0,2
21,86,4,4
22,97,4,1
23,104,3,2
24,110,0,0
25,115,3,1
26,118,0,3
27,119,4,1
28,122,2,2
29,125,4,4
30,128,0,0
31,130,4,4
32,140,4,2
33,152,3,1
34,153,4,4
35,158,0,2
36,162,3,2
37,165,0,4
38,171,3,2
39,172,4,4
40,173,3,1
41,179,3,1
42,182,2,2
43,186,3,4
44,189,2,4
45,193,3,4
46,194,0,4
