,step,vertical_idx,horizontal_idx
0,2,3,4
1,15,4,3
2,16,4,1
3,22,1,4
4,27,1,4
5,28,3,3
6,32,4,4
7,34,1,3
8,38,2,4
9,41,1,2
10,43,3,4
11,45,0,0
12,47,0,2
13,57,0,4
14,62,1,3
15,62,3,4
16,64,3,3
17,64,3,4
18,68,2,1
19,73,3,4
20,77,4,4
21,85,0,3
22,85,2,3
23,86,2,4
24,86,3,3
25,89,0,2
26,96,0,1
27,97,2,3
28,98,3,4
29,100,3,3
30,108,0,4
31,111,0,4
32,111,4,2
33,113,4,3
34,116,1,2
35,118,1,1
36,122,0,3
37,124,0,4
38,124,2,4
39,129,0,0
40,135,3,1
41,143,4,3
42,144,0,2
43,144,4,3
44,148,1,4
45,149,4,3
46,155,0,3
47,156,3,2
48,157,0,3
49,159,2,1
50,160,3,1
51,164,1,1
52,168,1,4
53,168,2,4
54,172,0,2
55,180,3,4
56,183,3,4
57,185,3,4
58,187,0,3
59,193,2,4
60,193,3,3
61,193,4,0
62,199,4,2
