,step,vertical_idx,horizontal_idx
0,5,0,4
1,8,4,3
2,12,4,3
3,13,1,1
4,14,1,2
5,15,2,2
6,16,0,4
7,20,1,2
8,22,1,3
9,22,3,3
10,25,2,1
11,29,0,4
12,29,3,4
13,32,2,3
14,33,4,2
15,36,2,4
16,40,4,4
17,44,1,4
18,46,3,2
19,47,1,3
20,48,2,3
21,50,3,3
22,52,0,0
23,52,4,4
24,69,3,1
25,71,3,4
26,79,4,4
27,85,0,4
28,94,1,4
29,99,4,4
30,103,1,0
31,113,0,3
32,115,3,0
33,118,0,2
34,120,1,4
35,125,1,3
36,126,0,4
37,127,4,4
38,132,0,3
39,133,0,2
40,134,0,1
41,135,4,3
42,137,4,1
43,139,2,4
44,144,1,2
45,145,1,4
46,152,4,2
47,155,3,4
48,161,3,3
49,165,2,4
50,175,4,3
51,183,2,2
52,184,0,4
53,186,2,4
54,189,4,4
55,190,2,4
56,192,1,1
