,step,vertical_idx,horizontal_idx
0,1,0,2
1,1,1,3
2,1,3,3
3,4,1,0
4,4,4,4
5,5,1,3
6,7,4,1
7,12,1,4
8,15,1,4
9,28,1,1
10,28,2,2
11,29,3,1
12,29,3,4
13,32,4,2
14,37,4,4
15,39,2,2
16,39,3,2
17,40,4,4
18,41,1,4
19,47,3,1
20,48,3,4
21,49,4,4
22,51,0,2
23,54,1,3
24,61,3,4
25,67,3,4
26,71,2,2
27,76,1,4
28,85,3,3
29,88,0,3
30,89,1,2
31,105,0,3
32,105,1,4
33,112,3,3
34,118,3,2
35,119,1,2
36,119,2,3
37,123,2,2
38,129,1,3
39,131,3,3
40,155,0,2
41,156,0,3
42,158,0,2
43,165,1,1
44,165,3,2
45,166,4,4
46,172,2,2
47,174,3,3
48,175,0,4
49,175,2,2
50,176,0,4
51,176,4,3
52,179,2,4
53,187,1,2
54,188,1,3
55,194,4,2
56,196,2,4
57,198,3,4
