,step,vertical_idx,horizontal_idx
0,4,1,1
1,5,0,3
2,18,3,4
3,22,0,2
4,28,1,4
5,30,2,4
6,35,4,4
7,36,0,1
8,38,3,3
9,46,4,1
10,47,4,2
11,50,3,1
12,57,2,4
13,58,0,1
14,58,2,1
15,58,3,4
16,58,4,3
17,75,4,1
18,78,0,3
19,87,2,2
20,88,2,2
21,90,4,4
22,96,2,2
23,99,4,2
24,100,0,1
25,103,2,3
26,107,3,3
27,122,2,3
28,124,4,4
29,125,1,2
30,128,1,4
31,129,4,3
32,141,2,3
33,150,0,4
34,153,0,3
35,153,3,2
36,162,3,3
37,167,1,1
38,168,4,3
39,177,0,4
40,177,3,4
41,181,4,3
42,182,4,2
43,189,0,4
44,194,1,3
45,197,4,4
46,198,0,4
47,199,4,1
