,step,vertical_idx,horizontal_idx
0,2,0,0
1,3,0,4
2,3,2,3
3,3,3,3
4,5,3,4
5,7,1,3
6,11,4,3
7,21,1,2
8,25,4,3
9,33,1,2
10,37,2,1
11,38,2,2
12,43,1,4
13,50,3,2
14,61,3,3
15,70,1,2
16,74,3,4
17,77,1,4
18,84,2,4
19,87,4,4
20,93,3,2
21,94,4,4
22,96,3,3
23,101,0,4
24,102,0,2
25,102,2,2
26,104,1,2
27,109,1,3
28,116,2,1
29,119,1,2
30,123,0,4
31,136,0,4
32,141,4,3
33,145,0,1
34,146,3,3
35,149,3,2
36,152,3,1
37,152,3,4
38,153,0,4
39,155,0,3
40,156,0,3
41,158,3,2
42,160,2,3
43,161,3,3
44,161,4,4
45,169,2,3
46,177,3,3
47,178,1,1
48,180,1,4
49,182,1,2
50,184,4,4
51,194,3,0
52,194,3,4
53,194,4,3
54,196,4,4
