,step,vertical_idx,horizontal_idx
0,4,2,3
1,5,0,3
2,5,4,4
3,6,4,3
4,8,4,1
5,10,3,2
6,13,3,4
7,26,1,2
8,28,4,2
9,31,0,4
10,31,4,2
11,36,2,2
12,39,2,1
13,39,4,3
14,43,1,1
15,44,2,1
16,50,1,4
17,53,0,1
18,55,0,3
19,55,4,0
20,60,4,1
21,71,2,3
22,73,0,2
23,80,1,3
24,85,3,2
25,88,0,3
26,91,1,3
27,93,2,3
28,98,1,1
29,98,3,1
30,106,2,4
31,109,2,3
32,123,1,3
33,124,0,3
34,129,1,4
35,136,2,4
36,149,0,3
37,156,0,4
38,164,1,4
39,164,3,4
40,170,3,4
41,172,4,4
42,173,1,0
43,175,4,4
44,181,0,3
45,182,0,2
46,195,0,2
