,step,vertical_idx,horizontal_idx
0,1,0,4
1,1,1,2
2,8,3,0
3,12,2,2
4,14,2,4
5,16,1,1
6,16,2,4
7,16,3,3
8,21,3,1
9,26,2,1
10,26,3,1
11,29,4,3
12,34,1,3
13,35,2,2
14,41,0,1
15,43,0,1
16,43,1,4
17,46,4,2
18,48,3,3
19,54,3,4
20,81,0,4
21,90,4,3
22,91,4,1
23,94,1,3
24,99,0,0
25,99,1,0
26,109,1,2
27,113,4,4
28,121,4,2
29,124,4,3
30,125,3,2
31,125,4,3
32,128,0,2
33,133,4,2
34,136,4,2
35,141,0,2
36,147,3,3
37,155,0,3
38,157,2,1
39,165,3,3
40,166,3,3
41,168,3,3
42,173,0,4
43,173,3,4
44,176,3,4
45,178,3,3
46,181,3,4
47,181,4,2
48,188,2,1
49,193,2,1
50,194,3,0
51,197,3,3
