,step,vertical_idx,horizontal_idx
0,3,1,2
1,3,1,3
2,6,1,3
3,12,0,4
4,13,4,4
5,16,1,2
6,22,0,3
7,23,0,3
8,23,3,0
9,29,0,4
10,35,2,2
11,49,0,4
12,51,0,4
13,60,1,3
14,60,2,2
15,62,3,4
16,66,2,4
17,80,1,3
18,80,1,4
19,80,2,4
20,82,3,4
21,83,1,2
22,85,0,4
23,87,1,4
24,88,3,4
25,92,4,2
26,95,4,3
27,98,1,4
28,102,0,4
29,108,2,3
30,111,1,3
31,118,3,1
32,118,3,4
33,119,2,4
34,132,2,4
35,133,4,4
36,137,4,3
37,142,0,3
38,142,2,1
39,142,3,4
40,147,1,4
41,148,2,4
42,153,3,3
43,154,3,4
44,158,1,2
45,169,1,2
46,171,4,3
47,176,1,4
48,179,0,3
49,182,1,3
50,190,2,4
51,192,2,3
52,193,0,2
53,196,0,2
54,198,1,3
