,step,vertical_idx,horizontal_idx
0,2,0,1
1,10,0,0
2,14,4,2
3,26,0,3
4,35,3,4
5,38,3,3
6,40,0,2
7,49,2,4
8,52,1,0
9,53,0,2
10,58,1,2
11,70,2,3
12,75,4,2
13,76,0,1
14,76,2,3
15,79,1,3
16,80,3,4
17,82,2,4
18,84,2,4
19,86,4,2
20,89,1,2
21,89,2,1
22,91,3,2
23,93,3,4
24,98,1,3
25,101,0,1
26,110,2,2
27,114,0,3
28,115,1,3
29,116,3,2
30,120,0,4
31,124,4,3
32,126,2,4
33,128,3,3
34,138,0,4
35,141,1,0
36,145,3,3
37,147,1,4
38,147,3,2
39,156,1,4
40,159,0,3
41,159,4,4
42,160,4,4
43,168,4,2
44,171,0,2
45,171,3,1
46,175,0,0
47,179,1,2
48,182,2,1
49,183,2,3
50,184,3,2
51,185,2,1
52,199,3,4
