,step,vertical_idx,horizontal_idx
0,4,1,4
1,4,3,2
2,5,3,4
3,6,2,3
4,11,4,4
5,12,3,2
6,13,0,2
7,15,4,2
8,16,2,3
9,39,1,2
10,50,2,3
11,53,1,3
12,54,2,4
13,56,3,2
14,70,2,2
15,70,3,4
16,71,3,4
17,72,4,4
18,80,0,4
19,83,2,2
20,83,2,4
21,86,2,3
22,90,4,3
23,91,1,0
24,94,1,4
25,105,0,1
26,105,1,3
27,108,0,3
28,109,3,2
29,111,0,4
30,112,0,4
31,118,1,3
32,118,4,1
33,121,4,4
34,132,3,4
35,145,2,4
36,145,3,1
37,150,0,2
38,153,3,4
39,156,2,4
40,164,4,1
41,166,3,2
42,169,1,4
43,173,2,2
44,176,4,1
45,180,2,1
46,181,0,4
47,181,3,4
48,184,2,3
49,190,4,2
50,195,3,0
51,195,4,3
