,step,vertical_idx,horizontal_idx
0,6,1,4
1,6,3,3
2,6,4,2
3,10,2,3
4,11,0,4
5,13,0,3
6,19,2,4
7,21,0,2
8,23,3,4
9,27,4,3
10,28,3,3
11,42,0,4
12,47,0,1
13,47,4,4
14,51,2,4
15,51,3,3
16,65,2,2
17,70,1,1
18,72,0,4
19,80,1,4
20,83,4,3
21,94,3,4
22,95,3,4
23,97,3,0
24,102,3,2
25,115,2,3
26,116,4,3
27,122,4,3
28,123,4,3
29,124,2,4
30,130,0,3
31,132,2,2
32,142,1,3
33,143,3,1
34,145,3,3
35,150,1,3
36,158,2,2
37,166,4,4
38,171,4,2
39,174,1,4
40,175,0,4
41,182,0,3
42,187,0,0
43,190,3,3
44,196,1,2
45,198,2,2
46,199,1,4
47,200,0,1
48,200,3,2
