,step,vertical_idx,horizontal_idx
0,3,1,3
1,3,2,1
2,3,2,4
3,9,1,3
4,21,4,3
5,24,1,4
6,26,1,1
7,33,1,2
8,33,2,2
9,40,3,3
10,48,4,4
11,50,1,3
12,50,1,4
13,51,2,1
14,55,0,4
15,57,0,3
16,61,3,4
17,66,4,1
18,70,1,4
19,71,1,3
20,74,3,4
21,75,4,4
22,80,1,3
23,81,0,2
24,81,2,3
25,85,1,1
26,92,1,4
27,93,3,1
28,99,2,4
29,100,0,2
30,103,3,4
31,111,2,3
32,114,1,3
33,119,3,2
34,123,3,2
35,123,4,3
36,127,1,2
37,128,0,4
38,132,2,4
39,139,1,3
40,146,0,4
41,146,3,4
42,157,2,4
43,162,4,3
44,168,0,3
45,169,0,1
46,169,2,4
47,171,0,4
48,176,4,4
49,177,2,4
50,183,3,4
51,187,0,4
52,189,0,4
53,193,1,2
54,193,2,1
55,194,2,4
