,step,vertical_idx,horizontal_idx
0,5,4,4
1,8,2,2
2,10,1,4
3,11,0,4
4,22,0,1
5,25,2,4
6,31,4,4
7,47,2,2
8,49,3,1
9,49,3,3
10,51,4,3
11,54,0,3
12,56,1,3
13,56,3,1
14,60,3,3
15,81,4,3
16,87,0,3
17,93,2,3
18,94,0,3
19,100,4,2
20,103,2,3
21,107,4,4
22,108,0,4
23,110,1,1
24,119,2,3
25,122,3,0
26,122,3,3
27,131,4,2
28,138,1,1
29,141,4,4
30,143,0,3
31,149,0,4
32,155,3,3
33,160,3,2
34,161,4,0
35,165,3,1
36,166,1,2
37,167,3,2
38,174,3,3
39,175,0,3
40,176,3,3
41,182,0,4
42,186,1,1
43,188,4,4
44,189,0,4
45,189,2,3
46,199,4,2
47,200,2,2
