,step,vertical_idx,horizontal_idx
0,4,0,0
1,5,1,3
2,5,4,4
3,6,3,2
4,7,3,0
5,10,0,1
6,11,1,2
7,12,3,3
8,16,1,4
9,17,1,2
10,19,1,3
11,19,4,2
12,20,1,1
13,27,4,1
14,28,0,3
15,29,4,4
16,30,2,2
17,34,0,4
18,45,3,4
19,46,0,4
20,49,3,1
21,52,4,2
22,58,4,3
23,62,3,4
24,64,0,3
25,66,3,3
26,67,0,4
27,68,3,0
28,75,3,4
29,84,2,1
30,96,2,3
31,97,2,4
32,103,4,3
33,112,3,3
34,117,0,4
35,117,4,1
36,118,0,3
37,119,0,1
38,122,0,2
39,128,2,3
40,131,4,4
41,136,1,4
42,138,0,3
43,139,3,3
44,148,0,4
45,153,3,4
46,160,4,4
47,164,0,3
48,164,3,1
49,167,2,3
50,171,2,1
51,172,3,4
52,173,1,4
53,178,4,4
54,181,4,4
55,189,2,4
56,193,4,2
57,200,4,3
