,step,vertical_idx,horizontal_idx
0,1,4,1
1,5,3,4
2,6,4,1
3,13,0,2
4,19,2,1
5,30,0,3
6,32,1,4
7,34,4,4
8,37,3,3
9,44,2,2
10,50,4,2
11,57,2,1
12,57,2,4
13,66,0,4
14,68,3,2
15,69,3,3
16,73,2,2
17,80,1,2
18,82,0,2
19,82,0,3
20,87,1,4
21,88,3,2
22,92,1,0
23,98,4,2
24,98,4,3
25,100,4,3
26,104,3,3
27,107,4,4
28,108,0,2
29,114,3,3
30,116,1,4
31,117,3,1
32,129,4,3
33,134,2,2
34,142,4,3
35,144,2,2
36,159,1,4
37,161,4,3
38,162,1,4
39,169,4,1
40,172,0,3
41,178,1,1
42,184,3,0
43,192,3,4
44,193,3,1
45,195,4,3
46,197,0,2
