,step,vertical_idx,horizontal_idx
0,8,0,3
1,12,3,2
2,18,1,3
3,19,2,3
4,22,2,4
5,22,3,4
6,22,4,4
7,27,4,3
8,32,3,0
9,36,3,0
10,42,0,1
11,48,0,4
12,48,3,0
13,48,3,3
14,50,0,3
15,50,3,4
16,51,2,4
17,55,4,4
18,56,2,3
19,57,3,2
20,58,3,1
21,63,4,3
22,64,3,4
23,65,1,3
24,66,0,3
25,70,0,2
26,71,2,1
27,71,4,1
28,73,2,3
29,100,0,0
30,110,3,3
31,122,3,3
32,134,2,4
33,139,3,1
34,141,3,1
35,145,0,3
36,146,0,0
37,160,3,3
38,161,0,2
39,167,1,2
40,171,3,4
41,172,2,3
42,174,1,3
43,179,1,1
44,181,4,3
45,185,2,3
46,188,3,2
47,192,3,3
48,198,2,2
49,198,4,1
