,step,vertical_idx,horizontal_idx
0,1,0,1
1,1,4,3
2,4,0,2
3,6,4,3
4,7,4,4
5,11,0,2
6,14,4,3
7,16,3,4
8,20,3,4
9,26,3,2
10,28,2,4
11,30,2,4
12,36,4,2
13,37,4,3
14,39,0,4
15,39,4,2
16,40,1,4
17,41,0,4
18,42,3,0
19,48,2,3
20,50,3,3
21,52,0,1
22,52,1,2
23,52,4,1
24,56,0,4
25,68,0,1
26,69,1,2
27,72,0,2
28,78,2,4
29,80,2,4
30,84,0,1
31,87,0,2
32,94,0,4
33,94,1,1
34,96,1,4
35,100,0,4
36,102,1,4
37,106,2,3
38,107,4,3
39,115,4,2
40,116,3,1
41,120,2,4
42,124,2,2
43,129,3,2
44,133,3,4
45,137,1,2
46,142,4,1
47,143,1,2
48,148,0,4
49,149,1,3
50,150,2,3
51,158,1,2
52,158,3,4
53,159,3,1
54,163,3,1
55,171,1,2
56,171,1,3
57,181,3,2
58,182,4,3
59,182,4,4
60,185,4,4
61,196,0,3
