,step,vertical_idx,horizontal_idx
0,7,0,2
1,11,1,3
2,14,3,2
3,16,2,4
4,17,2,2
5,19,0,2
6,24,1,3
7,35,4,4
8,36,3,1
9,39,3,4
10,44,0,1
11,44,1,1
12,45,3,3
13,47,2,4
14,47,3,3
15,50,2,1
16,50,2,2
17,62,4,3
18,63,0,2
19,63,3,1
20,67,4,4
21,72,0,4
22,77,2,1
23,81,2,4
24,81,4,4
25,85,3,3
26,90,1,1
27,91,1,4
28,94,3,0
29,97,2,4
30,101,2,2
31,107,2,3
32,112,4,4
33,114,2,2
34,115,3,4
35,121,2,2
36,123,0,4
37,125,1,2
38,137,2,4
39,137,3,1
40,137,4,0
41,141,2,2
42,144,3,1
43,144,3,3
44,145,4,0
45,153,2,4
46,165,2,1
47,165,3,3
48,173,4,4
49,184,3,3
50,187,1,3
51,191,1,4
52,192,1,3
53,194,0,4
54,198,1,3
55,198,3,0
