,step,vertical_idx,horizontal_idx
0,6,1,2
1,7,0,4
2,15,4,1
3,17,0,4
4,24,3,4
5,28,0,4
6,28,3,1
7,30,1,3
8,37,2,1
9,38,1,4
10,46,2,2
11,58,1,2
12,64,0,1
13,66,4,3
14,72,1,2
15,76,1,4
16,79,0,3
17,79,1,3
18,85,3,1
19,90,0,2
20,92,2,4
21,94,3,4
22,106,1,2
23,111,0,4
24,111,3,3
25,113,3,3
26,120,4,4
27,122,3,3
28,129,3,4
29,133,3,3
30,137,1,2
31,141,2,2
32,141,2,3
33,143,0,3
34,146,2,4
35,147,1,3
36,152,1,2
37,155,2,4
38,158,0,2
39,161,0,4
40,162,2,1
41,163,0,3
42,164,2,4
43,173,1,3
44,186,0,2
45,193,4,2
46,194,2,4
47,197,0,1
48,199,3,1
