,step,vertical_idx,horizontal_idx
0,2,3,3
1,7,1,4
2,21,2,4
3,23,2,2
4,33,4,2
5,40,4,2
6,49,2,3
7,53,3,4
8,54,3,1
9,64,0,4
10,70,3,4
11,78,4,2
12,84,2,1
13,84,4,1
14,90,0,2
15,91,4,3
16,100,3,0
17,105,3,3
18,105,4,4
19,106,0,1
20,107,3,3
21,111,2,4
22,111,4,2
23,113,0,1
24,116,3,2
25,118,2,3
26,119,0,4
27,121,0,3
28,128,2,4
29,142,4,4
30,145,4,2
31,151,1,4
32,153,4,2
33,153,4,4
34,159,2,4
35,162,1,3
36,169,1,4
37,170,4,4
38,171,3,4
39,180,0,1
40,181,4,1
41,186,2,2
42,186,2,4
43,189,2,4
44,190,1,3
45,196,3,3
46,197,1,3
