,step,vertical_idx,horizontal_idx
0,9,3,4
1,12,3,0
2,14,1,2
3,23,3,3
4,24,4,2
5,26,0,4
6,27,3,4
7,30,2,2
8,39,3,0
9,62,3,0
10,65,4,4
11,68,0,3
12,82,1,4
13,90,0,4
14,90,2,2
15,93,2,1
16,96,0,2
17,96,0,4
18,98,3,2
19,100,1,3
20,105,0,3
21,106,0,3
22,112,0,2
23,112,2,4
24,113,0,1
25,117,1,3
26,124,4,4
27,126,2,2
28,126,2,4
29,130,2,3
30,135,4,4
31,137,0,1
32,140,4,2
33,142,2,4
34,146,1,4
35,156,2,1
36,157,1,2
37,159,1,4
38,162,1,1
39,170,2,3
40,173,2,4
41,174,2,3
42,175,2,3
43,175,4,4
44,177,0,4
45,181,3,1
46,183,0,2
47,183,3,4
48,185,3,0
49,186,3,3
50,191,4,4
51,192,1,2
52,192,2,4
53,194,4,4
54,195,1,3
55,197,2,3
56,200,2,3
