,step,vertical_idx,horizontal_idx
0,1,0,3
1,1,2,2
2,4,1,2
3,5,0,3
4,13,3,2
5,19,1,4
6,27,0,2
7,39,2,3
8,48,3,3
9,53,1,3
10,66,4,2
11,69,0,2
12,76,4,1
13,80,2,2
14,85,1,2
15,87,0,4
16,89,4,4
17,92,2,4
18,93,2,3
19,98,3,4
20,98,4,3
21,102,2,4
22,103,0,4
23,106,0,4
24,109,1,4
25,115,2,2
26,115,2,3
27,116,4,1
28,117,2,2
29,119,1,2
30,126,3,0
31,132,3,0
32,138,2,4
33,140,4,4
34,143,0,4
35,143,1,3
36,145,0,4
37,150,0,2
38,159,3,3
39,167,0,2
40,170,0,4
41,172,2,4
42,178,1,0
43,184,2,1
44,187,2,1
45,189,0,4
