,step,vertical_idx,horizontal_idx
0,3,0,3
1,6,4,1
2,7,0,0
3,8,3,4
4,11,0,3
5,15,1,1
6,21,2,2
7,25,3,1
8,27,4,3
9,31,2,1
10,32,0,3
11,33,4,3
12,36,3,2
13,38,2,4
14,43,3,1
15,44,0,4
16,45,4,1
17,46,2,2
18,48,0,3
19,62,4,1
20,67,1,4
21,68,2,2
22,72,0,2
23,73,4,4
24,83,3,3
25,84,1,4
26,86,3,2
27,92,4,0
28,93,1,2
29,101,4,0
30,107,0,4
31,108,2,2
32,110,0,4
33,111,3,4
34,112,4,1
35,136,1,2
36,140,4,1
37,144,4,3
38,153,0,4
39,160,0,1
40,160,2,2
41,168,0,2
42,169,0,4
43,171,4,4
44,172,4,2
45,177,4,4
46,178,2,4
47,180,0,1
48,181,3,1
49,186,2,4
50,189,0,4
51,189,4,3
52,191,3,3
53,195,1,3
54,195,3,3
55,199,0,4
