,step,vertical_idx,horizontal_idx
0,7,2,3
1,8,1,3
2,18,4,1
3,19,3,3
4,20,0,3
5,21,4,4
6,29,2,3
7,44,0,4
8,47,0,2
9,56,0,4
10,71,3,3
11,73,1,3
12,73,4,3
13,77,4,4
14,79,1,4
15,79,4,3
16,80,3,4
17,84,3,2
18,85,3,3
19,85,4,3
20,90,0,4
21,90,3,1
22,99,1,1
23,99,3,4
24,109,0,1
25,110,0,4
26,117,2,1
27,125,4,3
28,135,0,2
29,137,4,4
30,145,1,4
31,147,1,1
32,147,3,3
33,150,2,1
34,158,4,2
35,161,4,1
36,161,4,4
37,163,2,2
38,165,2,3
39,174,3,2
40,177,2,3
41,178,3,1
42,181,2,1
43,181,3,1
44,183,3,4
45,189,2,1
46,190,2,2
47,194,1,3
48,195,4,3
