,step,vertical_idx,horizontal_idx
0,2,3,3
1,4,0,3
2,7,2,3
3,10,2,4
4,11,2,4
5,14,4,0
6,15,3,4
7,16,0,1
8,24,2,2
9,25,3,2
10,34,1,0
11,36,1,3
12,37,3,1
13,41,4,3
14,44,2,2
15,44,2,4
16,51,1,4
17,54,3,2
18,65,2,3
19,69,4,0
20,75,4,4
21,77,0,3
22,77,3,3
23,78,4,4
24,80,1,4
25,88,4,3
26,89,3,1
27,91,1,2
28,93,0,0
29,95,1,3
30,96,2,1
31,99,0,4
32,99,3,4
33,105,2,3
34,110,1,0
35,116,2,3
36,117,3,4
37,130,1,3
38,139,2,1
39,143,0,2
40,148,3,4
41,149,4,2
42,158,2,1
43,159,4,2
44,161,2,3
45,162,0,2
46,176,0,3
47,181,1,1
48,188,4,1
49,195,0,2
50,198,1,4
51,200,1,2
