,step,vertical_idx,horizontal_idx
0,12,3,2
1,13,1,0
2,13,4,1
3,13,4,3
4,16,1,4
5,21,2,3
6,21,4,4
7,23,4,4
8,24,1,4
9,26,3,3
10,36,3,4
11,39,0,0
12,40,3,4
13,44,2,2
14,44,4,3
15,50,1,4
16,54,0,4
17,56,0,0
18,56,4,4
19,66,4,3
20,81,1,2
21,89,0,1
22,92,4,2
23,99,0,4
24,106,3,1
25,108,2,1
26,114,3,4
27,116,3,3
28,119,2,4
29,121,4,2
30,123,3,4
31,133,4,4
32,137,1,4
33,138,0,3
34,141,0,3
35,152,3,2
36,153,0,3
37,164,4,3
38,165,4,2
39,170,0,1
40,170,1,3
41,179,0,4
42,185,0,4
43,189,2,1
44,193,0,4
45,193,2,3
46,194,1,4
47,195,3,4
