,step,vertical_idx,horizontal_idx
0,6,2,1
1,7,4,2
2,11,1,1
3,12,2,3
4,13,3,3
5,15,3,4
6,16,1,4
7,18,0,2
8,24,3,3
9,34,1,3
10,35,1,1
11,51,2,3
12,54,1,2
13,55,3,4
14,56,4,3
15,60,4,1
16,61,1,2
17,62,4,1
18,63,1,3
19,66,4,4
20,73,4,4
21,76,0,4
22,77,2,4
23,83,1,0
24,88,3,4
25,91,1,4
26,96,4,0
27,98,1,4
28,103,0,3
29,113,0,1
30,114,1,3
31,115,1,2
32,115,3,2
33,118,1,4
34,122,0,3
35,126,1,3
36,127,0,4
37,127,3,0
38,128,1,3
39,130,0,4
40,132,1,4
41,134,0,3
42,141,2,2
43,142,2,1
44,155,3,4
45,156,1,3
46,165,3,4
47,167,0,3
48,167,2,4
49,168,0,3
50,168,3,3
51,179,4,3
52,187,4,2
53,191,1,4
54,192,3,4
55,200,1,3
