,step,vertical_idx,horizontal_idx
0,1,0,2
1,5,1,0
2,5,4,1
3,6,3,3
4,8,2,4
5,13,1,3
6,17,2,3
7,20,3,1
8,20,4,3
9,25,3,2
10,30,1,3
11,31,3,2
12,36,3,3
13,38,1,4
14,39,4,4
15,41,4,2
16,50,4,1
17,63,1,1
18,72,2,1
19,107,2,1
20,112,3,0
21,118,2,3
22,122,0,2
23,125,2,3
24,133,4,4
25,134,4,2
26,136,2,4
27,137,3,3
28,140,0,4
29,145,0,4
30,145,4,3
31,146,0,4
32,146,2,3
33,149,3,3
34,155,2,2
35,156,4,3
36,160,3,3
37,167,2,3
38,169,2,3
39,178,1,2
40,179,0,4
41,179,3,4
42,183,3,3
43,187,0,4
44,187,3,3
45,191,1,2
46,196,2,2
47,197,0,3
48,197,1,1
49,199,2,3
