,step,vertical_idx,horizontal_idx
0,2,1,3
1,12,4,4
2,13,3,2
3,14,3,2
4,15,4,1
5,16,2,4
6,21,4,4
7,22,0,1
8,29,0,0
9,29,4,2
10,32,1,4
11,39,4,4
12,40,1,4
13,48,0,4
14,54,2,1
15,56,1,3
16,57,4,4
17,62,4,3
18,63,2,1
19,67,1,4
20,69,4,1
21,71,4,4
22,75,1,4
23,76,4,3
24,81,3,1
25,81,3,2
26,84,4,4
27,93,3,4
28,93,4,2
29,94,0,3
30,99,1,4
31,99,2,2
32,104,0,3
33,106,4,4
34,107,0,3
35,115,4,4
36,123,3,1
37,124,3,3
38,127,0,1
39,129,3,4
40,132,4,1
41,142,4,4
42,144,2,4
43,146,3,4
44,149,4,4
45,150,0,4
46,156,0,2
47,165,2,2
48,169,3,3
49,174,1,2
50,178,4,2
