,step,vertical_idx,horizontal_idx
0,2,0,3
1,2,4,4
2,11,2,4
3,12,0,3
4,20,0,0
5,24,1,4
6,24,4,4
7,28,2,4
8,32,1,2
9,45,0,2
10,51,2,2
11,54,4,2
12,57,1,4
13,58,0,3
14,59,2,4
15,61,3,4
16,64,1,1
17,70,0,4
18,78,4,3
19,80,3,3
20,85,1,4
21,85,3,2
22,86,3,3
23,95,0,3
24,95,2,2
25,99,4,4
26,100,3,1
27,101,3,4
28,113,4,0
29,118,2,3
30,119,0,3
31,120,2,3
32,130,2,1
33,132,1,4
34,134,3,4
35,139,2,4
36,140,3,3
37,142,4,3
38,144,1,4
39,144,2,4
40,145,0,2
41,154,3,4
42,161,2,4
43,161,4,1
44,162,2,2
45,164,3,2
46,164,4,4
47,166,0,1
48,167,3,3
49,169,4,3
50,173,1,3
51,173,3,3
52,185,3,4
53,188,1,4
54,194,3,1
55,197,4,3
