,step,vertical_idx,horizontal_idx
0,3,1,1
1,3,3,3
2,8,4,1
3,9,2,4
4,11,3,3
5,20,2,2
6,20,3,4
7,24,1,1
8,24,1,4
9,26,0,4
10,29,0,4
11,33,1,3
12,34,0,4
13,36,0,3
14,36,4,4
15,39,3,2
16,41,4,3
17,43,0,0
18,43,3,3
19,50,3,4
20,51,4,2
21,54,3,1
22,56,0,4
23,58,4,1
24,60,0,2
25,68,0,4
26,69,1,4
27,78,1,3
28,83,1,0
29,95,1,3
30,99,0,2
31,104,2,4
32,117,3,4
33,119,1,2
34,131,0,3
35,132,3,0
36,134,3,0
37,135,4,1
38,137,1,4
39,137,3,3
40,145,1,4
41,152,1,2
42,155,0,3
43,161,1,2
44,163,3,4
45,164,0,3
46,175,1,3
47,180,0,4
48,184,1,2
49,185,1,4
50,187,0,4
51,190,3,1
52,193,2,3
53,194,1,2
