,step,vertical_idx,horizontal_idx
0,1,3,4
1,5,0,4
2,13,3,3
3,15,2,4
4,18,0,3
5,19,2,3
6,23,2,3
7,24,2,4
8,25,2,2
9,28,1,1
10,30,1,0
11,34,4,4
12,36,2,3
13,38,3,4
14,41,2,2
15,53,2,3
16,64,3,1
17,66,2,2
18,73,3,4
19,78,3,4
20,94,4,1
21,95,0,3
22,100,0,0
23,100,1,4
24,102,0,4
25,112,4,4
26,124,2,1
27,129,2,3
28,132,3,2
29,135,3,3
30,139,2,2
31,145,0,1
32,145,1,4
33,146,1,0
34,148,1,2
35,151,2,3
36,157,3,4
37,161,1,3
38,161,1,4
39,167,1,2
40,171,1,4
41,174,3,3
42,176,1,4
43,193,1,1
44,193,1,4
45,193,4,1
46,193,4,4
