,step,vertical_idx,horizontal_idx
0,6,4,0
1,7,3,3
2,16,1,4
3,41,1,4
4,45,0,3
5,45,4,4
6,51,1,4
7,55,3,4
8,59,3,2
9,62,3,0
10,65,0,4
11,65,1,2
12,67,1,4
13,67,3,3
14,75,0,0
15,77,4,3
16,78,4,3
17,83,2,4
18,83,3,3
19,85,2,1
20,87,4,3
21,93,3,4
22,95,3,3
23,97,2,2
24,101,1,4
25,101,3,3
26,111,3,4
27,114,3,3
28,119,3,2
29,121,4,4
30,122,1,4
31,138,2,4
32,142,1,2
33,150,3,4
34,156,1,2
35,156,3,3
36,157,2,3
37,160,4,4
38,162,1,1
39,163,3,1
40,166,0,3
41,177,3,3
42,180,0,4
43,181,2,3
44,188,4,2
45,192,4,2
46,193,0,2
47,194,2,4
