,step,vertical_idx,horizontal_idx
0,12,4,1
1,13,2,4
2,15,4,2
3,18,1,2
4,20,0,4
5,22,2,2
6,23,2,2
7,25,3,2
8,30,1,3
9,30,2,3
10,36,0,1
11,39,0,4
12,46,2,4
13,54,2,4
14,56,4,2
15,66,4,2
16,73,1,4
17,73,3,3
18,74,2,4
19,76,2,2
20,80,4,2
21,80,4,4
22,88,1,3
23,90,4,4
24,91,0,2
25,95,4,0
26,98,3,3
27,100,4,4
28,101,4,1
29,103,1,4
30,110,1,0
31,112,3,1
32,115,3,4
33,126,1,4
34,129,0,2
35,130,3,4
36,131,2,4
37,133,2,3
38,142,3,3
39,147,3,4
40,149,2,4
41,149,3,4
42,165,3,4
43,165,4,1
44,166,3,3
45,166,3,4
46,169,2,4
47,173,1,2
48,174,0,2
49,180,4,4
50,187,1,0
51,189,1,4
52,194,3,4
53,199,2,1
