,step,vertical_idx,horizontal_idx
0,7,1,2
1,8,1,3
2,9,4,2
3,11,2,4
4,16,3,1
5,22,1,2
6,23,1,3
7,23,2,4
8,25,0,4
9,27,4,0
10,31,3,2
11,31,4,2
12,33,4,3
13,34,4,3
14,39,3,4
15,40,1,3
16,40,1,4
17,50,2,3
18,52,0,1
19,63,0,2
20,64,1,4
21,67,1,4
22,69,3,3
23,72,3,4
24,76,3,2
25,80,2,2
26,83,1,1
27,89,0,4
28,90,0,1
29,96,1,4
30,97,0,4
31,106,0,1
32,107,0,2
33,110,0,2
34,119,3,1
35,119,4,2
36,119,4,4
37,120,4,1
38,123,1,4
39,125,3,0
40,126,4,1
41,138,2,4
42,140,0,4
43,142,0,4
44,143,4,3
45,153,1,1
46,165,2,2
47,167,1,3
48,178,4,1
49,179,0,3
50,180,1,2
51,185,4,1
52,187,0,1
53,187,3,2
54,193,4,4
55,194,1,4
