,step,vertical_idx,horizontal_idx
0,2,3,1
1,5,3,2
2,18,4,2
3,22,3,2
4,28,1,0
5,35,4,1
6,35,4,4
7,39,0,2
8,43,4,1
9,45,1,4
10,46,4,4
11,49,3,3
12,55,1,3
13,55,4,4
14,61,0,0
15,64,2,1
16,65,2,2
17,69,3,3
18,74,0,1
19,81,1,1
20,81,4,3
21,83,1,2
22,93,2,3
23,100,3,2
24,102,4,0
25,104,4,2
26,106,2,2
27,106,3,4
28,108,0,4
29,119,1,4
30,120,0,2
31,126,1,2
32,132,0,4
33,134,4,3
34,140,4,2
35,143,2,4
36,150,0,1
37,150,2,2
38,152,2,2
39,156,3,3
40,160,0,3
41,160,3,4
42,161,1,2
43,161,2,4
44,161,3,3
45,162,4,4
46,163,1,1
47,163,4,0
48,165,1,4
49,173,3,4
50,175,4,4
51,176,4,2
52,178,4,4
53,187,0,4
54,192,1,1
