,step,vertical_idx,horizontal_idx
0,6,4,4
1,9,0,4
2,10,3,1
3,11,2,4
4,13,3,3
5,14,1,3
6,16,0,2
7,18,2,4
8,20,4,4
9,24,4,4
10,26,3,3
11,27,1,0
12,29,4,4
13,33,3,3
14,38,3,2
15,40,1,3
16,44,4,2
17,46,0,4
18,47,2,2
19,49,1,4
20,53,0,3
21,53,4,2
22,55,0,4
23,63,4,4
24,65,1,1
25,66,4,2
26,68,3,4
27,71,4,3
28,73,1,1
29,75,3,0
30,84,1,3
31,97,2,2
32,101,4,4
33,104,2,3
34,108,3,2
35,110,0,2
36,120,0,1
37,124,3,4
38,128,0,1
39,130,0,2
40,135,0,4
41,139,4,3
42,143,2,1
43,143,4,3
44,145,2,1
45,146,1,3
46,152,1,1
47,154,3,3
48,162,0,4
49,167,2,3
50,167,2,4
51,168,2,4
52,174,1,1
53,176,4,3
54,177,3,4
55,180,1,4
56,181,3,4
57,184,3,3
58,191,3,4
59,192,2,1
60,194,0,0
61,194,1,3
62,194,4,2
63,195,3,4
64,198,1,4
