,step,vertical_idx,horizontal_idx
0,3,4,4
1,7,4,0
2,8,1,2
3,11,1,3
4,11,2,4
5,13,3,3
6,21,4,3
7,25,3,2
8,29,2,2
9,32,4,2
10,36,3,2
11,39,4,4
12,40,0,4
13,42,3,4
14,53,0,3
15,54,4,3
16,67,0,2
17,70,4,3
18,72,1,3
19,82,2,3
20,83,2,2
21,92,2,4
22,92,4,1
23,96,2,4
24,97,2,4
25,109,2,4
26,110,4,3
27,121,3,4
28,124,2,1
29,132,3,1
30,135,3,0
31,144,1,2
32,144,3,2
33,149,0,3
34,151,0,4
35,156,3,2
36,157,4,2
37,164,2,3
38,170,1,1
39,171,4,4
40,180,1,4
41,186,0,4
42,188,0,3
43,188,1,1
44,190,3,3
45,193,2,3
46,199,1,2
47,200,0,1
